7,5,21,thin_layer_splits.g6,1
7,5,2,bad_degree.g6,2
7,5,3,bad_degree.g6,5
7,5,4,bad_degree.g6,9
7,5,4,fail_scc_down.g6,1
7,5,5,bad_degree.g6,15
7,5,5,fail_scc_down.g6,6
7,5,6,bad_degree.g6,22
7,5,6,fail_scc_down.g6,17
7,5,6,splits.g6,2
7,5,7,bad_degree.g6,24
7,5,7,fail_scc_down.g6,35
7,5,7,splits.g6,6
7,5,8,bad_degree.g6,24
7,5,8,fail_scc_down.g6,62
7,5,8,splits.g6,11
7,5,9,bad_degree.g6,21
7,5,9,fail_scc_down.g6,89
7,5,9,splits.g6,21
